VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,trip_time
1,08-01-2015 22:50,08-01-2015 22:58,1,1.7,-73.99137878,40.74464417,1,N,-73.98964691,40.72584152,1,8,0.5,0.5,1.85,0,11.15,5075
1,08-01-2015 22:50,08-01-2015 22:58,1,1.6,-73.99919891,40.71977997,1,N,-73.98851013,40.73700714,1,8.5,0.5,0.5,3,0,12.8,5344935
1,08-01-2015 22:50,08-01-2015 23:09,1,5.7,0,0,1,N,0,0,1,20,0.5,0.5,5.32,0,26.62,3345539
2,08-01-2015 22:50,08-01-2015 23:29,1,31.73,-73.77668762,40.64533997,4,N,-73.45153046,40.83544922,1,123,0.5,0.5,24.7,0,149,894008
2,08-01-2015 22:50,08-01-2015 23:13,2,4.89,-73.98633575,40.76209641,1,N,-73.93723297,40.81428909,1,20,0.5,0.5,3,0,24.3,36939
1,08-01-2015 22:50,08-01-2015 22:58,2,1.7,-73.99188232,40.76944733,1,N,-73.97772217,40.75372314,2,8,0.5,0.5,0,0,9.3,37874422
1,08-01-2015 22:50,08-01-2015 22:54,1,0.9,-73.99125671,40.73589325,1,N,-73.99023438,40.74632645,2,5.5,0.5,0.5,0,0,6.8,459479824
1,08-01-2015 22:50,08-01-2015 22:55,1,1.2,-73.95295715,40.71380997,1,N,-73.94467163,40.72663116,2,6.5,0.5,0.5,0,0,7.8,84930
1,08-01-2015 22:50,08-01-2015 22:53,1,0.7,-73.98847198,40.748703,1,N,-73.97917938,40.75283813,2,4.5,0.5,0.5,0,0,5.8,918
1,08-01-2015 22:50,08-01-2015 22:56,1,1.2,-73.98878479,40.74834824,1,N,-73.97587585,40.75702667,2,6.5,0.5,0.5,0,0,7.8,5076
1,08-01-2015 22:50,08-01-2015 22:52,1,0.3,-73.98220825,40.75571823,1,N,-73.98126984,40.75201416,2,3.5,0.5,0.5,0,0,4.8,5344936
1,08-01-2015 22:50,08-01-2015 23:09,1,4.7,-73.97579956,40.75569916,5,N,-74.03190613,40.74662018,1,40,0,0,5,9.75,55.05,5073
2,08-01-2015 22:50,08-01-2015 22:52,2,0.51,-73.97714233,40.75898743,1,N,-73.97866058,40.75434113,2,4,0.5,0.5,0,0,5.3,5344933
1,08-01-2015 22:50,08-01-2015 22:56,1,1.3,-73.99399567,40.72473526,1,N,-74.01069641,40.72361374,1,7,0.5,0.5,1.65,0,9.95,3345537
2,08-01-2015 22:50,08-01-2015 23:05,1,2.61,-73.98716736,40.75944138,1,N,-73.95606995,40.77587891,1,12.5,0.5,0.5,2.34,0,16.14,894006
2,08-01-2015 22:50,08-01-2015 22:54,1,1.22,-73.99489594,40.72707748,1,N,-73.99666595,40.73748016,1,5.5,0.5,0.5,1.2,0,8,36937
2,08-01-2015 22:50,08-01-2015 22:56,2,0.81,-73.98000336,40.75465775,1,N,-73.97984314,40.74642181,2,5.5,0.5,0.5,0,0,6.8,37874420
2,08-01-2015 22:50,08-01-2015 23:08,1,2.75,-73.98722839,40.73598862,1,N,-73.98687744,40.71363831,1,13.5,0.5,0.5,2.8,0,17.6,459479822
1,08-01-2015 22:50,08-01-2015 23:04,1,2.7,-73.98583221,40.74814606,1,N,-73.98156738,40.77987671,2,12,0.5,0.5,0,0,13.3,84928
1,08-01-2015 22:50,08-01-2015 22:56,1,0.6,-73.98675537,40.7412262,1,N,-73.97952271,40.74058151,1,5.5,0.5,0.5,1.35,0,8.15,916
1,08-01-2015 22:50,08-01-2015 23:05,1,9.4,-73.78110504,40.64500046,1,N,-73.7441864,40.69775391,2,26.5,0.5,0.5,0,0,27.8,5074
2,08-01-2015 22:50,08-01-2015 23:03,1,3.5,-73.97257996,40.74351883,1,N,-74.00495911,40.72861862,2,13.5,0.5,0.5,0,0,14.8,5344934
2,08-01-2015 22:50,08-01-2015 22:54,2,0.6,-73.99519348,40.74980545,1,N,-74.00267029,40.75193405,2,4.5,0.5,0.5,0,0,5.8,3345538
2,08-01-2015 22:50,08-01-2015 22:59,2,1.6,-73.96531677,40.75603867,1,N,-73.98789215,40.75984955,1,7.5,0.5,0.5,1.6,0,10.4,894007
2,08-01-2015 22:50,08-01-2015 22:59,4,3.56,-73.87109375,40.7739296,1,N,-73.92617035,40.76622009,1,12,0.5,0.5,3.12,0,16.42,36938
2,08-01-2015 22:49,08-01-2015 22:51,4,0.37,-73.99173737,40.74438858,1,N,-73.98890686,40.74833679,1,3.5,0.5,0.5,1,0,5.8,37874421
2,08-01-2015 22:49,08-01-2015 23:00,1,2.44,-73.98368073,40.74662399,1,N,-73.95706177,40.76622772,1,10,0.5,0.5,2.1,0,13.4,459479823
2,08-01-2015 22:49,08-01-2015 22:54,1,1.08,-73.99010468,40.73458099,1,N,-73.99384308,40.74506378,1,5.5,0.5,0.5,1.2,0,8,84929
2,08-01-2015 22:49,08-01-2015 22:54,1,0.55,-73.99182129,40.72608948,1,N,-73.9985733,40.72460175,2,5,0.5,0.5,0,0,6.3,917
1,08-01-2015 22:49,08-01-2015 22:56,2,2.1,-73.98114014,40.77165604,1,N,-73.95558929,40.7850914,1,8.5,0.5,0.5,1.95,0,11.75,5075
1,08-01-2015 22:49,08-01-2015 23:25,2,18.8,-73.79063416,40.64361191,1,N,-73.96298218,40.69224167,2,52.5,0.5,0.5,0,0,53.8,5344935
1,08-01-2015 22:49,08-01-2015 23:24,1,13.9,-73.98632813,40.63365555,1,N,-73.94883728,40.77354813,2,42,0.5,0.5,0,0,43.3,3345539
1,08-01-2015 22:49,08-01-2015 23:03,1,2.8,-73.96890259,40.79076385,1,N,-73.97826385,40.75737762,1,12,0.5,0.5,0,0,13.3,894008
1,08-01-2015 22:49,08-01-2015 22:53,1,0.7,-73.98516846,40.7383461,1,N,-73.99134827,40.74451828,1,5,0.5,0.5,1,0,7.3,36939
2,08-01-2015 22:49,08-01-2015 22:59,3,1.93,-73.98332977,40.75727844,1,N,-73.95927429,40.76319122,1,9,0.5,0.5,2,0,12.3,37874422
1,08-01-2015 22:49,08-01-2015 23:03,2,2.7,-73.99299622,40.7227211,1,N,-73.99328613,40.75228882,1,11.5,0.5,0.5,2.56,0,15.36,459479824
1,08-01-2015 22:49,08-01-2015 23:20,2,5.2,-73.98249054,40.69218063,1,N,-73.97877502,40.71991348,1,23.5,0.5,0.5,4.96,0,29.76,84930
1,08-01-2015 22:49,08-01-2015 22:55,1,1.3,-73.97394562,40.75628281,1,N,-73.96195221,40.77344131,2,6.5,0.5,0.5,0,0,7.8,918
1,08-01-2015 22:49,08-01-2015 23:00,1,1.7,-73.98386383,40.72118378,1,N,-74.01019287,40.72541809,1,9,0.5,0.5,1.25,0,11.55,5076
1,08-01-2015 22:49,08-01-2015 22:59,1,2.2,-73.99112701,40.75058746,1,N,-73.98513794,40.728302,1,9.5,0.5,0.5,2.16,0,12.96,5344936
2,08-01-2015 22:49,08-01-2015 23:26,1,16.01,-73.99971008,40.74628067,1,N,-74.00032806,40.74665833,1,47.5,0.5,0.5,2,0,50.8,3345540
2,08-01-2015 22:49,08-01-2015 23:07,2,4.85,-73.9881897,40.73764038,1,N,-73.96504211,40.68310165,1,17.5,0.5,0.5,3,0,21.8,894009
2,08-01-2015 22:49,08-01-2015 23:02,1,3.91,-73.99687958,40.72515106,1,N,-73.97595978,40.67718887,1,14,0.5,0.5,2,0,17.3,36940
1,08-01-2015 22:49,08-01-2015 22:55,1,0.9,-73.99395752,40.72740555,1,N,-73.9836731,40.72581863,1,5.5,0.5,0.5,1.7,0,8.5,37874423
2,08-01-2015 22:49,08-01-2015 23:03,2,4.4,-73.95470428,40.76966858,1,N,-73.95145416,40.75971222,1,14.5,0.5,0.5,3,0,18.8,459479825
2,08-01-2015 22:49,08-01-2015 22:56,1,0.95,-73.98513031,40.7583313,1,N,-73.98825836,40.76408386,2,6.5,0.5,0.5,0,0,7.8,84931
1,08-01-2015 22:49,08-01-2015 22:54,1,1,-73.98458862,40.7478714,1,N,-73.98491669,40.73650742,1,5.5,0.5,0.5,1.36,0,8.16,919
1,08-01-2015 22:49,08-01-2015 23:04,1,2.9,-73.95497894,40.77733612,1,N,-73.98934937,40.77186966,1,12.5,0.5,0.5,2.07,0,15.87,5077
2,08-01-2015 22:49,08-01-2015 22:52,6,0.63,-73.95379639,40.78511047,1,N,-73.95948792,40.77695847,1,4.5,0.5,0.5,1,0,6.8,5344937
2,08-01-2015 22:49,08-01-2015 22:55,6,0.99,-73.97259521,40.79372025,1,N,-73.97771454,40.78395844,1,6,0.5,0.5,3,0,10.3,5074
2,08-01-2015 22:49,08-01-2015 22:54,1,0.98,-73.97567749,40.75570297,1,N,-73.97935486,40.74447632,1,5.5,0.5,0.5,1.2,0,8,5344934
2,08-01-2015 22:49,08-01-2015 22:53,1,0.68,-74.0014801,40.72611237,1,N,-73.99468994,40.72365189,1,5,0.5,0.5,1.1,0,7.4,3345538
1,08-01-2015 22:49,08-01-2015 22:57,1,1.1,-73.99320221,40.75195694,1,N,-73.97853851,40.75318146,1,6.5,0.5,0.5,1,0,8.8,894007
2,08-01-2015 22:49,08-01-2015 23:12,1,0.47,-73.98214722,40.77345657,1,N,-73.98140717,40.76789856,2,14,0.5,0.5,0,0,15.3,36938
2,08-01-2015 22:49,08-01-2015 22:56,6,1.52,-73.96813202,40.76238632,1,N,-73.98152161,40.74376297,1,7,0.5,0.5,1,0,9.3,37874421
1,08-01-2015 22:50,08-01-2015 23:08,1,11.1,-73.77680206,40.64572144,1,N,-73.85683441,40.73219299,2,31,0.5,0.5,0,0,32.3,459479823
1,08-01-2015 22:50,08-01-2015 22:59,1,2.2,-73.97169495,40.794487,1,N,-73.95241547,40.82360077,2,10,0.5,0.5,0,0,11.3,84929
1,08-01-2015 22:50,08-01-2015 23:01,1,2.1,-73.99694061,40.73254013,1,N,-74.0005722,40.74452972,1,9.5,0.5,0.5,2.16,0,12.96,917
2,08-01-2015 22:50,08-01-2015 23:21,2,19.36,-73.77670288,40.64535141,1,N,-73.8531723,40.78361511,2,53,0.5,0.5,0,0,54.3,5075
1,08-01-2015 22:50,08-01-2015 23:02,1,2.9,-73.99124908,40.71743774,1,N,-73.98199463,40.68655396,1,12,0.5,0.5,1.5,0,14.8,5344935
2,08-01-2015 22:50,08-01-2015 23:20,1,18.19,-73.97913361,40.75123978,1,N,-73.71192169,40.73439026,1,50.5,0.5,0.5,11.27,5.33,68.4,3345539
2,08-01-2015 22:50,08-01-2015 22:56,1,1.45,-73.98435974,40.74235153,1,N,-73.98435974,40.74235153,1,7,0.5,0.5,1,0,9.3,894008
1,08-01-2015 22:50,08-01-2015 23:18,1,13.8,-73.87306976,40.77410889,1,N,-73.94351196,40.66127014,1,39.5,0.5,0.5,8.15,0,48.95,36939
1,08-01-2015 22:50,08-01-2015 22:57,4,0.8,-73.98517609,40.74856567,1,N,-73.9779892,40.74552536,2,6.5,0.5,0.5,0,0,7.8,37874422
2,08-01-2015 22:50,08-01-2015 22:58,1,2.26,-73.99176025,40.76974869,1,N,-73.99370575,40.7457428,2,9,0.5,0.5,0,0,10.3,459479824
2,08-01-2015 22:50,08-01-2015 23:03,1,6.78,-73.96134186,40.76028061,1,N,-74.00792694,40.70783997,1,20.5,0.5,0.5,2,0,23.8,84930
1,08-01-2015 22:48,08-01-2015 22:59,1,2,-73.99080658,40.75022507,1,N,-73.98699951,40.72965622,1,9.5,0.5,0.5,2.15,0,12.95,918
2,08-01-2015 22:48,08-01-2015 23:06,1,4.05,-74.00287628,40.73358154,1,N,-73.96461487,40.76727676,2,15.5,0.5,0.5,0,0,16.8,5076
1,08-01-2015 22:48,08-01-2015 22:52,1,0.4,-73.98108673,40.78061295,1,N,-73.98570251,40.77711105,2,4,0.5,0.5,0,0,5.3,5344936
1,08-01-2015 22:48,08-01-2015 22:54,1,1.1,-73.98938751,40.73823929,1,N,-74.0021286,40.7468605,2,6,0.5,0.5,0,0,7.3,3345540
2,08-01-2015 22:48,08-01-2015 23:04,6,3.6,-73.9887085,40.76914978,1,N,-73.95269775,40.74701691,1,14,0.5,0.5,3.62,0,18.92,894009
1,08-01-2015 22:48,08-01-2015 22:58,4,1.2,-73.99824524,40.73039246,1,N,-74.00971222,40.73461151,1,8,0.5,0.5,1.86,0,11.16,36940
2,08-01-2015 22:48,08-01-2015 22:50,1,0.43,-73.98659515,40.73420715,1,N,-73.98765564,40.73008728,1,3.5,0.5,0.5,0.8,0,5.6,37874423
2,08-01-2015 22:48,08-01-2015 23:02,3,3.17,-74.00228882,40.73441315,1,N,-73.96870422,40.76484299,2,12,0.5,0.5,0,0,13.3,459479825
1,08-01-2015 22:48,08-01-2015 23:02,1,2.8,-73.95056915,40.78329849,1,N,-73.93614197,40.81471634,2,11.5,0.5,0.5,0,0,12.8,84931
1,08-01-2015 22:48,08-01-2015 23:04,2,2.3,-73.97794342,40.72512817,1,N,-74.00736237,40.73558426,1,11.5,0.5,0.5,1,0,13.8,919
1,08-01-2015 22:48,08-01-2015 23:00,2,2.5,-73.95636749,40.7754631,1,N,-73.96643066,40.80083466,2,11,0.5,0.5,0,0,12.3,5077
1,08-01-2015 22:48,08-01-2015 23:07,4,5.3,-74.00113678,40.73154449,1,N,-73.97206879,40.79699707,1,18,0.5,0.5,4.82,0,24.12,5344937
1,08-01-2015 22:48,08-01-2015 22:54,1,1.3,-73.98560333,40.74137878,1,N,-74.00482178,40.74146652,2,6.5,0.5,0.5,0,0,7.8,3345541
1,08-01-2015 22:48,08-01-2015 23:02,1,2.8,-73.9931488,40.74143219,1,N,-73.9822464,40.77784348,1,12,0.5,0.5,2.8,0,16.1,894010
2,08-01-2015 22:48,08-01-2015 22:51,1,0.56,-73.99636841,40.73817062,1,N,-73.99149323,40.74496078,1,4,0.5,0.5,0.7,0,6,36941
1,08-01-2015 22:48,08-01-2015 23:20,2,20.4,-73.77671814,40.64532471,2,N,-73.96292877,40.79590988,2,52,0,0.5,0,5.33,58.13,37874424
2,08-01-2015 22:48,08-01-2015 22:53,3,0.82,-73.99155426,40.74917603,1,N,-73.99082184,40.74114609,2,5.5,0.5,0.5,0,0,6.8,459479826
1,08-01-2015 22:48,08-01-2015 23:00,1,2.6,-74.0067215,40.7358017,1,N,-73.97913361,40.76173019,1,10.5,0.5,0.5,2.35,0,14.15,84932
2,08-01-2015 22:48,08-01-2015 22:58,1,1.8,-74.00511169,40.74091339,1,N,-73.98921967,40.72637177,1,8.5,0.5,0.5,1.2,0,11,920
1,08-01-2015 22:48,08-01-2015 22:52,1,0.5,-73.99047089,40.75619507,1,N,-73.98531342,40.76220703,2,4.5,0.5,0.5,0,0,5.8,5078
2,08-01-2015 22:48,08-01-2015 23:04,1,8.29,-73.87126923,40.77398682,1,N,-73.95172119,40.77201843,1,24.5,0.5,0.5,6.07,5.33,37.2,5344938
2,08-01-2015 22:48,08-01-2015 22:56,1,1.35,-73.98777771,40.74931717,1,N,-73.98067474,40.7559166,1,7,0.5,0.5,1.88,0,10.18,5075
1,08-01-2015 22:48,08-01-2015 22:54,1,0.9,-73.99375153,40.73860168,1,N,-73.99227905,40.74938583,1,5.5,0.5,0.5,2,0,8.8,5344935
1,08-01-2015 22:48,08-01-2015 23:03,1,4.3,-73.99217987,40.72509384,1,N,-73.95288849,40.78017044,1,15,0.5,0.5,2,0,18.3,3345539
1,08-01-2015 22:48,08-01-2015 23:24,1,7.2,-73.99547577,40.75310898,1,N,-73.95259857,40.67736053,1,27.5,0.5,0.5,3,0,31.8,894008
2,08-01-2015 22:48,08-01-2015 22:54,2,0.79,-73.98735046,40.76579285,1,N,-73.99608612,40.75997925,2,5.5,0.5,0.5,0,0,6.8,36939
1,08-01-2015 22:48,08-01-2015 22:56,1,1.3,-73.9885025,40.72750092,1,N,-74.00673676,40.73039627,2,7,0.5,0.5,0,0,8.3,37874422
1,08-01-2015 22:48,08-01-2015 22:55,1,1.3,0,0,1,N,0,0,2,7,0.5,0.5,0,0,8.3,459479824
1,08-01-2015 22:48,08-01-2015 22:50,1,0.3,-73.96120453,40.77137375,1,N,-73.96077728,40.76973343,2,3.5,0.5,0.5,0,0,4.8,84930
1,08-01-2015 22:48,08-01-2015 22:56,2,1.7,-73.99562836,40.72517776,1,N,-74.01438904,40.708004,1,8,0.5,0.5,1.85,0,11.15,918
1,08-01-2015 22:48,08-01-2015 22:48,2,0,-73.98162079,40.78350067,1,N,0,0,2,9.5,0.5,0.5,0,0,10.8,5076
1,08-01-2015 22:48,08-01-2015 22:54,1,1.1,-73.97701263,40.75402451,1,N,-73.99552917,40.75881958,2,6,0.5,0.5,0,0,7.3,5344936
2,08-01-2015 22:48,08-01-2015 23:15,1,18.85,-73.78125,40.64496613,2,N,-73.94833374,40.78391266,1,52,0,0.5,11.47,5.33,69.6,3345540
2,08-01-2015 22:48,08-01-2015 23:14,6,8.04,-73.9927063,40.74869156,1,N,-73.91390228,40.82135391,1,26,0.5,0.5,1.7,0,29,894009
2,08-01-2015 22:48,08-01-2015 23:18,2,6.73,-73.9774704,40.75260162,1,N,-73.93328094,40.70510101,1,27,0.5,0.5,6.57,5.33,40.2,36940
1,08-01-2015 22:48,08-01-2015 23:03,1,5.3,-73.95449829,40.77381134,1,N,-73.89207458,40.74693298,2,17,0.5,0.5,0,0,18.3,37874423
1,08-01-2015 22:48,08-01-2015 22:54,1,1,-73.98109436,40.74432373,1,N,-73.97959137,40.73307419,1,6,0.5,0.5,1,0,8.3,459479825
1,08-01-2015 22:49,08-01-2015 23:02,2,2.6,-74.00450134,40.74219513,1,N,-73.97905731,40.76686096,2,12,0.5,0.5,0,0,13.3,84931
1,08-01-2015 22:49,08-01-2015 23:00,1,4.6,-73.97241211,40.79305649,1,N,-73.94190216,40.82633972,1,15,0.5,0.5,3,0,19.3,919
2,08-01-2015 22:49,08-01-2015 23:08,1,13.43,-73.86338043,40.76965714,1,N,-73.97866821,40.71363068,1,36,0.5,0.5,12.55,5.33,55.18,5077
2,08-01-2015 22:49,08-01-2015 22:51,5,0.61,-73.97554779,40.78692245,1,N,-73.96983337,40.79381561,2,4,0.5,0.5,0,0,5.3,5344937
2,08-01-2015 22:50,08-01-2015 22:52,1,0.6,-73.97006226,40.78906631,1,N,-73.97781372,40.78708649,1,4.5,0.5,0.5,1,0,6.8,3345541
2,08-01-2015 22:50,08-01-2015 23:09,1,3.51,-73.99462128,40.75041962,1,N,-73.95571136,40.77801132,2,15.5,0.5,0.5,0,0,16.8,894010
2,08-01-2015 22:50,08-01-2015 23:08,6,6.1,-73.97966003,40.75209808,1,N,-73.95363617,40.71565247,2,20.5,0.5,0.5,0,0,21.8,36941
1,08-01-2015 22:50,08-01-2015 23:10,1,10,-73.87448883,40.77404404,1,N,-73.99983978,40.73780441,1,28.5,0.5,0.5,7.02,5.33,42.15,37874424
1,08-01-2015 22:50,08-01-2015 22:53,1,0.5,-73.99329376,40.73485947,1,N,-73.99329376,40.73485947,2,4,0.5,0.5,0,0,5.3,459479826
2,08-01-2015 22:50,08-01-2015 22:55,1,1.33,-73.96253967,40.76685333,1,N,-73.94670105,40.77233124,1,6,0.5,0.5,1.3,0,8.6,84932
2,08-01-2015 22:50,08-01-2015 22:58,1,0.99,-73.98096466,40.75965881,1,N,-73.99092102,40.75533676,1,7,0.5,0.5,1.5,0,9.8,920
2,08-01-2015 22:50,08-01-2015 22:58,3,2.8,-73.96348572,40.75867081,1,N,-73.9233551,40.74350357,1,10,0.5,0.5,1,0,12.3,5078
1,08-01-2015 22:50,08-01-2015 23:01,1,3.1,-73.98377991,40.75540161,1,N,-73.94697571,40.77753067,1,11,0.5,0.5,2.46,0,14.76,5344938
2,08-01-2015 22:50,08-01-2015 22:57,1,1.87,-73.98253632,40.76764679,1,N,-73.9717865,40.79197693,1,8,0.5,0.5,1.7,0,11,3345542
2,08-01-2015 22:50,08-01-2015 23:00,2,1.78,-73.98189545,40.77310181,1,N,-73.98141479,40.75282288,2,9,0.5,0.5,0,0,10.3,894011
2,08-01-2015 22:50,08-01-2015 23:10,1,3.2,-73.97987366,40.76445389,1,N,-74.00315094,40.7251091,1,15.5,0.5,0.5,3.2,0,20,36942
2,08-01-2015 22:50,08-01-2015 23:06,1,3.81,-73.98731995,40.73592377,1,N,-73.94947052,40.77666092,1,14.5,0.5,0.5,3,0,18.8,37874425
1,08-01-2015 22:50,08-01-2015 23:20,1,17.6,-73.7898407,40.64719391,1,N,-73.73751831,40.68666458,1,48.5,0.5,0.5,0,0,49.8,459479827
1,08-01-2015 22:50,08-01-2015 22:54,1,0.7,-73.9723587,40.75575256,1,N,-73.96361542,40.7571907,2,5,0.5,0.5,0,0,6.3,84933
2,08-01-2015 22:50,08-01-2015 23:06,1,5.11,-73.99214935,40.76947021,1,N,-74.0161438,40.70619202,1,18,0.5,0.5,3.7,0,23,921
2,08-01-2015 22:50,08-01-2015 22:51,2,0.47,-73.95992279,40.76229095,1,N,-73.95627594,40.76791763,1,3.5,0.5,0.5,1,0,5.8,5079
1,08-01-2015 22:50,08-01-2015 23:05,1,3.7,-73.99835968,40.72282791,1,N,-73.95131683,40.68883896,1,15,0.5,0.5,3.25,0,19.55,5344939
1,08-01-2015 22:50,08-01-2015 23:14,2,7.1,-74.00230408,40.73991394,1,N,-73.91119385,40.75859833,2,24,0.5,0.5,0,0,25.3,5076
2,08-01-2015 22:50,08-01-2015 23:05,1,4.2,-73.98529053,40.74079132,1,N,-73.95574951,40.72399139,1,15,0.5,0.5,4.17,5.33,25.8,5344936
2,08-01-2015 22:50,08-01-2015 23:05,1,2.53,-73.98967743,40.72976303,1,N,-73.99071503,40.7559166,2,12.5,0.5,0.5,0,0,13.8,3345540
2,08-01-2015 22:50,08-01-2015 23:05,5,4.49,-74.00300598,40.72954178,1,N,-73.94215393,40.72195053,1,16,0.5,0.5,3.3,0,20.6,894009
1,08-01-2015 22:50,08-01-2015 22:53,1,0.7,-74.00673676,40.74414444,1,N,-73.9947052,40.7414093,1,5,0.5,0.5,1.2,0,7.5,36940
2,08-01-2015 22:50,08-01-2015 23:07,1,3.66,-73.99086761,40.7506485,1,N,-73.9500885,40.77230453,2,14,0.5,0.5,0,0,15.3,37874423
2,08-01-2015 22:50,08-01-2015 23:05,2,3.43,-73.97168732,40.76311874,1,N,-73.99293518,40.73400116,1,14,0.5,0.5,2.9,0,18.2,459479825
1,08-01-2015 22:50,08-01-2015 23:18,1,7.4,-74.00788879,40.74042511,1,N,-73.95354462,40.75780106,1,24.5,0.5,0.5,5.16,0,30.96,84931
2,08-01-2015 22:50,08-01-2015 22:59,2,0.96,-73.98338318,40.76242828,1,N,-73.99105835,40.75037766,2,7.5,0.5,0.5,0,0,8.8,919
1,08-01-2015 22:50,08-01-2015 22:58,2,2.1,-73.98196411,40.77160645,1,N,-73.95678711,40.78343582,1,9,0.5,0.5,2.05,0,12.35,5077
2,08-01-2015 22:50,08-01-2015 23:04,1,2.67,-73.97163391,40.75544739,1,N,-73.98131561,40.78147507,1,11.5,0.5,0.5,2.4,0,15.2,5344937
2,08-01-2015 22:50,08-01-2015 22:54,6,1,-73.98739624,40.71847153,1,N,-73.98353577,40.72992325,1,5,0.5,0.5,1.1,0,7.4,3345541
2,08-01-2015 22:50,08-01-2015 23:01,1,4.27,-73.94972229,40.77193832,1,N,-73.98766327,40.72700119,1,14,0.5,0.5,2,0,17.3,894010
2,08-01-2015 22:50,08-01-2015 22:58,2,4.04,-73.95709991,40.7604332,1,N,-73.98764801,40.72110367,1,13,0.5,0.5,2.7,0,17,36941
2,08-01-2015 22:50,08-01-2015 22:55,5,1.08,-73.99432373,40.72183228,1,N,-74.00572968,40.72447586,2,6,0.5,0.5,0,0,7.3,37874424
2,08-01-2015 22:50,08-01-2015 22:54,1,1.44,-73.95379639,40.78192902,1,N,-73.96582794,40.76364899,2,6,0.5,0.5,0,0,7.3,459479826
2,08-01-2015 22:50,08-01-2015 23:16,1,17.24,-73.78943634,40.6419754,2,N,-73.98017883,40.74440384,1,52,0,0.5,11.47,5.33,69.6,84932
2,08-01-2015 22:50,08-01-2015 22:54,1,0.98,-73.97874451,40.75308228,1,N,-73.96913147,40.76376343,1,5.5,0.5,0.5,1.2,0,8,920
1,08-01-2015 22:50,08-01-2015 22:57,1,2.7,-73.89174652,40.74882126,1,N,-73.87581635,40.76807022,2,10.5,0.5,0.5,0,0,11.8,5078
2,08-01-2015 22:50,08-01-2015 22:57,1,1,-73.94869232,40.78146362,1,N,-73.9532547,40.78844833,1,6.5,0.5,0.5,1.4,0,9.2,5344938
2,08-01-2015 22:50,08-01-2015 22:58,1,1.45,-73.97492218,40.75577927,1,N,-73.9594574,40.76279831,1,8,0.5,0.5,1.7,0,11,3345542
1,08-01-2015 22:50,08-01-2015 22:54,1,1.4,-73.95980835,40.75879669,1,N,-73.94980621,40.7759285,1,6,0.5,0.5,1.5,0,8.8,894011
1,08-01-2015 22:50,08-01-2015 23:02,1,2.6,-73.98508453,40.74734497,1,N,-73.95674896,40.77325439,1,11,0.5,0.5,3.65,0,15.95,36942
2,08-01-2015 22:50,08-01-2015 23:20,1,18.63,-73.78230286,40.64464569,2,N,-73.99837494,40.73314667,1,52,0,0.5,5,5.33,63.13,37874425
1,08-01-2015 22:50,08-01-2015 22:58,1,1.1,-73.98356628,40.74369049,1,N,-73.9802475,40.73205566,1,7,0.5,0.5,1,0,9.3,459479827
2,08-01-2015 22:50,08-01-2015 22:57,1,1.38,-73.98474121,40.74271011,1,N,-74.00417328,40.7425499,1,6.5,0.5,0.5,1.4,0,9.2,84933
1,08-01-2015 22:50,08-01-2015 22:56,1,1,-74.00582886,40.74002457,1,N,-74.00006866,40.73052216,1,6,0.5,0.5,1.45,0,8.75,921
1,08-01-2015 22:50,08-01-2015 22:51,1,0.3,-73.9825592,40.7665062,1,N,-73.97662354,40.7645607,1,3,0.5,0.5,0.85,0,5.15,5079
1,08-01-2015 22:50,08-01-2015 23:06,1,3.4,-73.9532547,40.78275681,1,N,-73.99323273,40.76289749,1,14,0.5,0.5,2,0,17.3,5344939
2,08-01-2015 22:50,08-01-2015 22:59,6,2.04,-73.99069214,40.72362518,1,N,-73.994133,40.74345779,1,9,0.5,0.5,3,0,13.3,3345543
2,08-01-2015 22:50,08-01-2015 23:08,1,3.59,-74.00286102,40.73373032,1,N,-73.96987915,40.76013947,2,15,0.5,0.5,0,0,16.3,894012
2,08-01-2015 22:50,08-01-2015 22:56,1,1.32,-73.95596313,40.78156281,1,N,-73.96829224,40.76554871,2,7,0.5,0.5,0,0,8.3,36943
1,08-01-2015 22:50,08-01-2015 23:09,1,4.4,-73.9666748,40.75814056,1,N,-73.96248627,40.80241394,1,17,0.5,0.5,3.65,0,21.95,37874426
2,08-01-2015 22:50,08-01-2015 23:11,6,9.43,-73.86347198,40.7700386,1,N,-73.96385956,40.77544403,1,28.5,0.5,0.5,5.5,5.33,40.63,459479828
2,08-01-2015 22:50,08-01-2015 22:57,1,1.95,-73.96730804,40.75754166,1,N,-73.95330048,40.77854156,2,8,0.5,0.5,0,0,9.3,84934
2,08-01-2015 22:50,08-01-2015 23:05,2,3.52,-74.00798035,40.71478653,1,N,-73.96162415,40.69393539,2,14,0.5,0.5,0,0,15.3,922
2,08-01-2015 22:50,08-01-2015 22:57,2,1.51,-73.95897675,40.81637955,1,N,-73.97098541,40.79763794,1,7.5,0.5,0.5,1.6,0,10.4,5080
2,08-01-2015 22:50,08-01-2015 22:55,1,0.77,-73.98526764,40.75977325,1,N,-73.9965744,40.76103592,1,5,0.5,0.5,1.1,0,7.4,5344940
